"Item","Part Number","Description","Qty.","Remark"
"1","00001236","Nut  GB/T 889.1  M4","2",""
"2","92012212","Washer","2",""
"3","92052611","Support","1",""
"4","00002555","Screw  GB/T 70  M8 × 25","12",""
"5","00000609","Spring Washer  GB/T 93  8","14",""
"6","00000608","Flat Washer  GB/T 97.1  8","12",""
"7","92029608","Pin","2",""
"8","00002087","Cotter Pin  GB/T 91  3.2 × 26","2",""
"9","00005753","Cotter Pin  GB/T 91  2,5 × 20","12",""
"10","92029601","Pin","6",""
"11","92048417","Pull Chain","2",""
"12","92101274","Chain","2","BT30RT"
"","92048427","Chain","2","BT30SRT 
BT28RT 
BT28BRT"
"","92100098","Chain","2","BT28SRT 
BT26RT 
BT26BRT"
"","92049349","Chain","2","BT26SRT 
BT24RT 
BT24BRT"
"13","00000857","Screw  GB/T 70.3  M12×40","4",""
"14","92048429","Pull Chain","2",""
"15","92101273","Chain","2","BT30RT"
"","92048428","Chain","2","BT30SRT 
BT28RT 
BT28BRT"
"","92100099","Chain","2","BT28SRT 
BT26RT 
BT26BRT"
"","92049350","Chain","2","BT26SRT 
BT24RT 
BT24BRT"
"16","92100107","Support","1",""
"17","00000818","Bolt  GB/T 5783  M6 × 16","2",""
