"Item","Part No.","Description","Qty."
"1","10009256","Outer arm 6, right","1"
"2","10017462","Outer arm 4, right","1"
"3","10016526","Inner arm 6","1"
"4","10017458","Outer arm 3","2"
"5","10017465","Inner arm 4","1"
"6","10009283","Outer arm 2, right","1"
"7","10017460","Inner arm 3","1"
"8","10009233","Outer arm 1, right","1"
"9","10009212","Inner arm 2","1"
"10","10009209","Inner arm 1","1"
"11","10009227","Outer arm 1, left","1"
"12","10009237","Outer arm 2, left","1"
"13","10017464","Outer arm 4, left","1"
"14","10009254","Outer arm 6, left","1"
