"Item","Part Number","Description","Qty.","Remark"
"1","00001252","Screw  GB/T 70  M5 × 12","3",""
"2","00000606","Spring Washer  GB/T 93  5","3",""
"3","00003545","Flat Washer  GB/T 96.1  5","3",""
"4","50000468","Cover, Sensor","1",""
"5","00000774","Screw  GB/T 70  M6 × 20","3",""
"6","00000621","Spring Washer  GB/T 93  6","11","BA22CERT2"
"","00000621","Spring Washer  GB/T 93  6","9","BA20CERT2 
BA18CERT2 
BA16CERT2"
"7","00000620","Flat Washer  GB/T 97.1  6","3",""
"8","00010740","Sensor, Angle","1",""
"9","50008414","Cover","1","BA22CERT2"
"","50007999","Cover","1","BA20CERT2"
"","50008346","Cover","1","BA18CERT2 
BA16CERT2"
"10","00000834","Screw  GB/T 70.3  M6×40","8","BA22CERT2"
"","00000834","Screw  GB/T 70.3  M6×40","6","BA20CERT2 
BA18CERT2 
BA16CERT2"
"11","50007931","Clamp","4","BA22CERT2"
"","50007931","Clamp","3","BA20CERT2 
BA18CERT2 
BA16CERT2"
"12","50007930","Plate","8","BA22CERT2"
"","50007930","Plate","6","BA20CERT2 
BA18CERT2 
BA16CERT2"
"13","00008512","Screw  GB/T 70  M6 × 10","8","BA22CERT2"
"","00008512","Screw  GB/T 70  M6 × 10","6","BA20CERT2 
BA18CERT2 
BA16CERT2"
"14","00002583","Flat Washer  GB/T 96.1  6","8","BA22CERT2"
"","00002583","Flat Washer  GB/T 96.1  6","6","BA20CERT2 
BA18CERT2 
BA16CERT2"
